Record ID,Platform,Post Content,Media Type,Post Date & Time,User Name,City,State,Country,Engagement Type,Hashtags Used,Mentions,Engagement Count,Comments Text,Age_Group,User Demographics,Post Link,Campaign Name,Post Reach,User Profile Link,Post Impressions,Post Shares,Sponsored,Cost(USD)
5218,TikTok,Loving the vibes here!,Image,22-11-2023 16:32,Aanya,Mumbai, Maharashtra, India,Share,#sample,@charlie,1794,Great post!,25-34,Female,http://socialmedia.com/post/529650,New Product Launch,610927,http://socialmedia.com/post/261691,810172,887175,TRUE,206061
5219,Twitter,Check out our new product!,Video,18-06-2023 22:37,Aanya,Mumbai, Maharashtra, India,Comment,#trending,@alice,19578,Awesome product!,25-34,Male,http://socialmedia.com/post/186199,Summer Collection,223899,http://socialmedia.com/post/830831,455796,921538,FALSE,207084
5220,Facebook,This is a sample post content,Image,05-06-2023 16:40,Sophie,London, England, UK,Comment,#trending,@bob,37215,Awesome product!,18-24,Male,http://socialmedia.com/post/335712,New Product Launch,86523,http://socialmedia.com/post/284170,187826,758496,FALSE,129072
5221,Facebook,Loving the vibes here!,Text,04-09-2023 19:36,Aanya,Mumbai, Maharashtra, India,Comment,#sample,@alice,1237.5,Awesome product!,18-24,Female,http://socialmedia.com/post/778307,Summer Collection,546088,http://socialmedia.com/post/643218,709071,221794,TRUE,182432
5222,YouTube,This is a sample post content Check out our New Product Launch!,Video,22-04-2023 21:11,John,New York, NY, USA,Like,#newproduct,@charlie,1437,Great post!,18-24,Female,http://socialmedia.com/post/230130,Winter Sale,180744,http://socialmedia.com/post/208687,189873,466483,FALSE,352409
5223,TikTok,This is a sample post content,Text,10-11-2023 03:16,James,New York, NY, USA,Like,#sample,@alice,1650,Awesome product!,25-34,Female,http://socialmedia.com/post/345453,New Product Launch,547222,http://socialmedia.com/post/653709,810827,845802,TRUE,305588
5224,Facebook,Loving the vibes here! Check out our New Product Launch!,Image,25-05-2023 00:50,Diya,Mumbai, Maharashtra, India,Like,#newproduct,@charlie,2225,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/889111,New Product Launch,105790,http://socialmedia.com/post/80266,323993,676998,FALSE,382363
5225,LinkedIn,Check out our new product!,Video,19-08-2023 12:59,Oliver,London, England, UK,Like,#sample,@charlie,20,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/788449,Winter Sale,234103,http://socialmedia.com/post/487026,427620,63105,FALSE,489648
5226,Instagram,This is a sample post content,Video,03-08-2023 02:02,Emma,Sydney, NSW, Australia,Like,#trending,@bob,192,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/768394,Winter Sale,832036,http://socialmedia.com/post/350051,610834,528468,TRUE,322360
5227,YouTube,Check out our new product!,Image,11-01-2023 02:19,John,New York, NY, USA,Comment,#trending,@alice,40630.5,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/403912,Winter Sale,828749,http://socialmedia.com/post/819217,977139,330415,TRUE,186975
5228,Instagram,Check out our new product! Check out our New Product Launch!,Image,24-02-2023 02:36,Liam,Sydney, NSW, Australia,Comment,#newproduct,@charlie,47196,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/129851,Summer Collection,887606,http://socialmedia.com/post/447075,987960,315905,TRUE,451259
5229,TikTok,Check out our new product!,Video,23-12-2023 11:33,James,New York, NY, USA,Comment,#sample,@alice,1422,Great post!,18-24,Female,http://socialmedia.com/post/944224,Winter Sale,902333,http://socialmedia.com/post/152082,950810,289510,TRUE,337580
5230,YouTube,Check out our new product!,Image,13-06-2023 01:30,Sophie,London, England, UK,Like,#sample,@bob,34578,Awesome product!,18-24,Female,http://socialmedia.com/post/959402,Winter Sale,739754,http://socialmedia.com/post/932310,789061,398428,TRUE,256928
5231,Facebook,This is a sample post content,Text,15-09-2023 23:07,Noah,Sydney, NSW, Australia,Comment,#trending,@bob,43715,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/618840,Winter Sale,64274,http://socialmedia.com/post/437462,163422,365317,FALSE,365358
5232,Facebook,This is a sample post content Check out our New Product Launch!,Image,26-09-2023 11:25,Aanya,Mumbai, Maharashtra, India,Comment,#newproduct,@charlie,5940,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/448840,Winter Sale,532946,http://socialmedia.com/post/414184,852207,768056,TRUE,405976
5233,YouTube,Loving the vibes here!,Video,23-09-2023 07:12,Harry,London, England, UK,Like,#sample,@bob,17016,Awesome product!,25-34,Female,http://socialmedia.com/post/32864,Summer Collection,156425,http://socialmedia.com/post/110544,140208,851799,FALSE,268464
5234,YouTube,This is a sample post content,Image,22-10-2023 10:31,Aanya,Mumbai, Maharashtra, India,Like,#sample,@alice,987,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/178479,Winter Sale,25238,http://socialmedia.com/post/760115,333252,230859,FALSE,314338
5235,Twitter,This is a sample post content,Text,17-12-2023 17:50,Noah,Sydney, NSW, Australia,Comment,#sample,@alice,2457,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/265108,Winter Sale,206053,http://socialmedia.com/post/214887,461611,948786,FALSE,273394
5236,Snapchat,This is a sample post content,Image,03-08-2023 09:01,James,New York, NY, USA,Share,#trending,@bob,7002,Great post!,25-34,Male,http://socialmedia.com/post/535012,Summer Collection,364217,http://socialmedia.com/post/915621,357147,781614,FALSE,473920
5237,Facebook,Check out our new product! Check out our New Product Launch!,Image,26-06-2023 03:09,Patricia,New York, NY, USA,Comment,#newproduct,@alice,1030,Great post!,25-34,Male,http://socialmedia.com/post/143730,Winter Sale,372282,http://socialmedia.com/post/774333,124432,303160,FALSE,416347
5238,YouTube,This is a sample post content Check out our New Product Launch!,Image,28-05-2023 07:46,Patricia,New York, NY, USA,Like,#newproduct,@alice,1989,Awesome product!,25-34,Male,http://socialmedia.com/post/3178,New Product Launch,581351,http://socialmedia.com/post/618397,803518,324302,TRUE,463862
5239,Instagram,This is a sample post content Check out our New Product Launch!,Video,19-06-2023 05:18,Olivia,Sydney, NSW, Australia,Like,#newproduct,@alice,1560,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/341748,Summer Collection,606576,http://socialmedia.com/post/417250,841970,628766,TRUE,315109
5240,Instagram,Loving the vibes here!,Video,22-09-2023 09:32,John,New York, NY, USA,Like,#trending,@bob,2748,Great post!,18-24,Male,http://socialmedia.com/post/981986,Winter Sale,235019,http://socialmedia.com/post/728103,321642,840476,FALSE,434639
5241,LinkedIn,Check out our new product! Check out our New Product Launch!,Image,26-11-2023 09:00,Sophie,London, England, UK,Like,#newproduct,@charlie,1068,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/621110,Summer Collection,539009,http://socialmedia.com/post/353877,591724,233765,TRUE,222029
5242,TikTok,This is a sample post content,Image,29-12-2023 09:13,Harry,London, England, UK,Comment,#sample,@charlie,1664,Great post!,18-24,Male,http://socialmedia.com/post/262461,Summer Collection,222139,http://socialmedia.com/post/438447,345118,912684,FALSE,400954
5243,Pinterest,This is a sample post content Check out our New Product Launch!,Image,02-11-2023 01:58,Vivaan,Mumbai, Maharashtra, India,Share,#newproduct,@bob,455,Great post!,25-34,Female,http://socialmedia.com/post/858348,Winter Sale,360409,http://socialmedia.com/post/51815,155148,844736,FALSE,307454
5244,LinkedIn,Check out our new product!,Image,15-06-2023 19:59,Harry,London, England, UK,Like,#sample,@alice,90,Great post!,25-34,Female,http://socialmedia.com/post/321402,Winter Sale,608035,http://socialmedia.com/post/388015,746132,941014,TRUE,328229
5245,TikTok,This is a sample post content,Image,05-09-2023 22:37,John,New York, NY, USA,Share,#sample,@alice,12174,Great post!,25-34,Female,http://socialmedia.com/post/151600,Winter Sale,845142,http://socialmedia.com/post/772788,662483,753491,TRUE,234796
5246,LinkedIn,Loving the vibes here!,Image,12-11-2023 15:41,Mary,New York, NY, USA,Comment,#trending,@bob,286,Awesome product!,18-24,Male,http://socialmedia.com/post/263292,Winter Sale,210375,http://socialmedia.com/post/28046,41273,490180,FALSE,376801
5247,Twitter,Loving the vibes here! Check out our New Product Launch!,Image,02-02-2023 23:01,John,New York, NY, USA,Comment,#newproduct,@alice,2211,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/489295,Winter Sale,306069,http://socialmedia.com/post/453989,85428,453707,FALSE,430020
5248,Instagram,Check out our new product!,Image,08-02-2023 05:31,Sophie,London, England, UK,Like,#trending,@charlie,4758,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/995368,Winter Sale,780887,http://socialmedia.com/post/139104,839155,988474,TRUE,167465
5249,Instagram,This is a sample post content,Image,26-06-2023 16:20,Oliver,London, England, UK,Like,#trending,@alice,17132,Awesome product!,25-34,Male,http://socialmedia.com/post/930543,New Product Launch,301336,http://socialmedia.com/post/174539,447079,833319,FALSE,473210
5250,Instagram,This is a sample post content,Image,11-10-2023 05:50,John,New York, NY, USA,Share,#trending,@bob,996,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/838717,Winter Sale,638467,http://socialmedia.com/post/597674,544556,520413,TRUE,260764
5251,Snapchat,This is a sample post content,Video,06-11-2023 11:57,Sophie,London, England, UK,Comment,#trending,@alice,458,Great post!,18-24,Male,http://socialmedia.com/post/828571,Summer Collection,13592,http://socialmedia.com/post/328860,15281,574743,FALSE,144139
5252,Instagram,Loving the vibes here!,Link,11-11-2023 11:29,James,New York, NY, USA,Comment,#sample,@alice,38980,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/218649,Summer Collection,101418,http://socialmedia.com/post/426545,228406,742633,FALSE,314305
5253,Instagram,Check out our new product! Check out our New Product Launch!,Image,02-10-2023 07:07,Sophie,London, England, UK,Comment,#newproduct,@alice,8156,Great post!,25-34,Male,http://socialmedia.com/post/762768,Summer Collection,411791,http://socialmedia.com/post/88547,277988,738405,FALSE,353385
5254,Instagram,This is a sample post content,Video,31-03-2023 03:23,John,New York, NY, USA,Share,#sample,@alice,532,Great post!,25-34,Female,http://socialmedia.com/post/349849,Winter Sale,106847,http://socialmedia.com/post/841806,194210,634332,FALSE,314306
5255,Twitter,Check out our new product!,Video,08-05-2023 07:28,Olivia,Sydney, NSW, Australia,Like,#sample,@charlie,18651,Great post!,18-24,Male,http://socialmedia.com/post/788273,Summer Collection,67015,http://socialmedia.com/post/112097,348302,996851,FALSE,166461
5256,LinkedIn,This is a sample post content Check out our New Product Launch!,Video,31-08-2023 02:21,Harry,London, England, UK,Like,#newproduct,@charlie,23478,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/46487,Winter Sale,876333,http://socialmedia.com/post/167120,811801,625248,TRUE,224033
5257,Facebook,Check out our new product! Check out our New Product Launch!,Text,28-08-2023 10:48,Aanya,Mumbai, Maharashtra, India,Like,#newproduct,@charlie,9187.5,Awesome product!,25-34,Female,http://socialmedia.com/post/267281,Summer Collection,935048,http://socialmedia.com/post/507015,889160,797516,TRUE,336205
5258,Facebook,Check out our new product!,Image,13-05-2023 05:42,Mary,New York, NY, USA,Follow,#sample,@charlie,3217.5,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/684706,New Product Launch,678947,http://socialmedia.com/post/822274,658717,965592,TRUE,222346
5259,Twitter,Loving the vibes here! Check out our New Product Launch!,Text,23-07-2023 06:25,Mary,New York, NY, USA,Follow,#newproduct,@bob,11403,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/335366,Summer Collection,116989,http://socialmedia.com/post/821000,481002,427011,FALSE,253094
5260,Facebook,This is a sample post content,Video,03-10-2023 04:20,Sophie,London, England, UK,Comment,#sample,@alice,3165,Great post!,25-34,Female,http://socialmedia.com/post/401298,Summer Collection,66203,http://socialmedia.com/post/606848,320102,478322,FALSE,224901
5261,Twitter,Loving the vibes here!,Text,23-02-2023 01:28,Vivaan,Mumbai, Maharashtra, India,Comment,#sample,@charlie,19848,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/583940,New Product Launch,68826,http://socialmedia.com/post/370663,118502,988429,FALSE,229689
5262,Instagram,This is a sample post content,Link,26-12-2023 10:11,Diya,Mumbai, Maharashtra, India,Like,#sample,@bob,126,Awesome product!,18-24,Male,http://socialmedia.com/post/73333,Summer Collection,617031,http://socialmedia.com/post/30453,743549,811620,TRUE,100145
5263,Twitter,This is a sample post content Check out our New Product Launch!,Video,01-10-2023 15:21,Noah,Sydney, NSW, Australia,Share,#newproduct,@bob,1143,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/284533,Winter Sale,712645,http://socialmedia.com/post/243649,902673,736952,TRUE,250077
5264,TikTok,Loving the vibes here! Check out our New Product Launch!,Image,05-04-2023 23:16,Emma,Sydney, NSW, Australia,Like,#newproduct,@charlie,6648,Great post!,18-24,Female,http://socialmedia.com/post/593233,Summer Collection,167347,http://socialmedia.com/post/691704,115531,730181,FALSE,408368
5265,Instagram,Loving the vibes here!,Video,27-01-2023 02:05,Vivaan,Mumbai, Maharashtra, India,Like,#trending,@charlie,8556,Great post!,25-34,Male,http://socialmedia.com/post/462341,Winter Sale,996009,http://socialmedia.com/post/681371,928920,989492,TRUE,271535
5266,Facebook,This is a sample post content,Video,30-12-2023 13:46,Olivia,Sydney, NSW, Australia,Like,#sample,@bob,55897.5,Great post!,18-24,Female,http://socialmedia.com/post/692218,Summer Collection,652777,http://socialmedia.com/post/107101,943361,751097,TRUE,450049
5267,Facebook,Check out our new product! Check out our New Product Launch!,Image,12-07-2023 22:54,John,New York, NY, USA,Like,#newproduct,@bob,3420,Great post!,25-34,Male,http://socialmedia.com/post/42663,Winter Sale,338207,http://socialmedia.com/post/896470,246298,890302,FALSE,285353
5268,Instagram,This is a sample post content,Link,26-06-2023 00:21,James,New York, NY, USA,Comment,#sample,@bob,294,Great post!,25-34,Female,http://socialmedia.com/post/642676,Winter Sale,834086,http://socialmedia.com/post/51702,604618,276510,TRUE,308324
5269,Twitter,Check out our new product! Check out our New Product Launch!,Video,26-08-2023 20:31,Noah,Sydney, NSW, Australia,Like,#newproduct,@alice,16821,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/38968,Winter Sale,550190,http://socialmedia.com/post/527190,913629,816503,TRUE,273565
5270,LinkedIn,Check out our new product!,Text,19-06-2023 04:05,Aarav,Mumbai, Maharashtra, India,Like,#trending,@bob,135,Awesome product!,25-34,Male,http://socialmedia.com/post/968865,Summer Collection,816780,http://socialmedia.com/post/71346,601545,156173,TRUE,111123
5271,Pinterest,Check out our new product! Check out our New Product Launch!,Video,21-02-2023 09:56,Patricia,New York, NY, USA,Like,#newproduct,@alice,13866,Great post!,18-24,Female,http://socialmedia.com/post/26019,Winter Sale,666246,http://socialmedia.com/post/456235,675259,953897,TRUE,488206
5272,YouTube,Check out our new product! Check out our New Product Launch!,Video,20-10-2023 09:53,Aanya,Mumbai, Maharashtra, India,Like,#newproduct,@bob,23292,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/666119,Summer Collection,971262,http://socialmedia.com/post/565367,560228,487656,TRUE,293009
5273,Pinterest,This is a sample post content Check out our New Product Launch!,Image,25-03-2023 09:15,Diya,Mumbai, Maharashtra, India,Like,#newproduct,@bob,126,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/810321,Winter Sale,482837,http://socialmedia.com/post/175258,104456,796410,FALSE,311598
5274,Snapchat,Check out our new product! Check out our New Product Launch!,Video,17-12-2023 22:00,Patricia,New York, NY, USA,Comment,#newproduct,@bob,762,Great post!,18-24,Male,http://socialmedia.com/post/474284,New Product Launch,565632,http://socialmedia.com/post/519863,535488,350592,TRUE,299051
5275,Facebook,Loving the vibes here! Check out our New Product Launch!,Image,19-05-2023 03:30,Aanya,Mumbai, Maharashtra, India,Like,#newproduct,@alice,18240,Awesome product!,25-34,Male,http://socialmedia.com/post/216762,Winter Sale,54251,http://socialmedia.com/post/568845,42941,226993,FALSE,407033
5276,Snapchat,Loving the vibes here!,Video,16-12-2023 02:25,Emily,London, England, UK,Follow,#sample,@alice,2310,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/474189,Winter Sale,790246,http://socialmedia.com/post/171701,590146,730677,TRUE,444080
5277,Instagram,Check out our new product!,Image,27-08-2023 17:48,Sophie,London, England, UK,Like,#trending,@alice,976,Awesome product!,18-24,Female,http://socialmedia.com/post/878143,New Product Launch,334465,http://socialmedia.com/post/731228,333740,967113,FALSE,442178
5278,Instagram,This is a sample post content Check out our New Product Launch!,Image,05-05-2023 14:15,Emma,Sydney, NSW, Australia,Like,#newproduct,@bob,9672,Awesome product!,25-34,Male,http://socialmedia.com/post/719928,New Product Launch,799868,http://socialmedia.com/post/872838,949018,730089,TRUE,459086
5279,Facebook,Check out our new product! Check out our New Product Launch!,Image,09-11-2023 03:04,Noah,Sydney, NSW, Australia,Like,#newproduct,@charlie,195,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/196168,New Product Launch,879040,http://socialmedia.com/post/364248,547292,906971,TRUE,342491
5280,Twitter,This is a sample post content Check out our New Product Launch!,Video,22-10-2023 05:08,Liam,Sydney, NSW, Australia,Like,#newproduct,@charlie,25636.5,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/385449,Summer Collection,506839,http://socialmedia.com/post/959716,893417,448219,TRUE,402508
5281,Twitter,Check out our new product! Check out our New Product Launch!,Text,08-04-2023 16:06,Oliver,London, England, UK,Like,#newproduct,@charlie,21109.5,Great post!,18-24,Male,http://socialmedia.com/post/468863,Winter Sale,877284,http://socialmedia.com/post/115945,935802,142948,TRUE,393264
5282,Instagram,Loving the vibes here!,Video,05-12-2023 13:50,Emma,Sydney, NSW, Australia,Share,#trending,@alice,14924,Awesome product!,18-24,Female,http://socialmedia.com/post/996519,New Product Launch,17520,http://socialmedia.com/post/454723,425212,236170,FALSE,112822
5283,TikTok,This is a sample post content,Image,24-04-2023 19:53,Emma,Sydney, NSW, Australia,Comment,#trending,@alice,1808,Great post!,25-34,Female,http://socialmedia.com/post/216861,New Product Launch,239480,http://socialmedia.com/post/379051,164532,611474,FALSE,192462
5284,Facebook,Check out our new product! Check out our New Product Launch!,Video,13-07-2023 06:06,Aarav,Mumbai, Maharashtra, India,Share,#newproduct,@bob,1875,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/537392,New Product Launch,267768,http://socialmedia.com/post/522481,166361,695614,FALSE,496630
5285,Instagram,This is a sample post content,Video,21-05-2023 16:12,Emma,Sydney, NSW, Australia,Like,#sample,@alice,30176,Great post!,18-24,Male,http://socialmedia.com/post/134315,Summer Collection,475606,http://socialmedia.com/post/461535,494951,972409,FALSE,127019
5286,Facebook,Check out our new product!,Text,12-05-2023 14:56,Sophie,London, England, UK,Share,#sample,@charlie,1075,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/968994,Summer Collection,427519,http://socialmedia.com/post/788176,389464,246617,FALSE,485320
5287,Facebook,This is a sample post content,Image,16-02-2023 23:57,Aanya,Mumbai, Maharashtra, India,Like,#sample,@alice,12975,Awesome product!,25-34,Male,http://socialmedia.com/post/452059,Summer Collection,729364,http://socialmedia.com/post/564412,873617,633212,TRUE,360753
5288,TikTok,This is a sample post content,Video,02-02-2023 23:45,Patricia,New York, NY, USA,Like,#trending,@charlie,1704,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/194656,New Product Launch,196582,http://socialmedia.com/post/435358,125810,189342,FALSE,117478
5289,Facebook,This is a sample post content,Video,08-03-2023 01:24,John,New York, NY, USA,Share,#trending,@bob,35940,Awesome product!,18-24,Male,http://socialmedia.com/post/607039,New Product Launch,813138,http://socialmedia.com/post/644452,552851,643395,TRUE,328395
5290,YouTube,Loving the vibes here!,Image,20-01-2023 23:05,Emma,Sydney, NSW, Australia,Comment,#sample,@alice,5710.5,Great post!,18-24,Male,http://socialmedia.com/post/690614,Winter Sale,980967,http://socialmedia.com/post/110130,943135,301530,TRUE,116556
5291,Instagram,Loving the vibes here! Check out our New Product Launch!,Video,29-05-2023 04:51,Liam,Sydney, NSW, Australia,Like,#newproduct,@alice,3510,Great post!,25-34,Female,http://socialmedia.com/post/967661,Summer Collection,910356,http://socialmedia.com/post/801830,676881,664973,TRUE,181274
5292,Facebook,Loving the vibes here! Check out our New Product Launch!,Image,02-10-2023 14:51,Patricia,New York, NY, USA,Like,#newproduct,@alice,54165,Great post!,25-34,Female,http://socialmedia.com/post/441758,Winter Sale,997093,http://socialmedia.com/post/564580,551906,781261,TRUE,173254
5293,Facebook,This is a sample post content Check out our New Product Launch!,Image,25-04-2023 12:35,Sophie,London, England, UK,Like,#newproduct,@alice,3420,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/428406,Summer Collection,680793,http://socialmedia.com/post/694657,815878,686996,TRUE,237211
5294,Facebook,Loving the vibes here!,Image,03-06-2023 08:54,Aarav,Mumbai, Maharashtra, India,Like,#sample,@alice,7095,Great post!,18-24,Female,http://socialmedia.com/post/6997,Summer Collection,120996,http://socialmedia.com/post/599764,90474,230743,FALSE,147431
5295,Facebook,Loving the vibes here! Check out our New Product Launch!,Image,28-06-2023 20:27,James,New York, NY, USA,Comment,#newproduct,@bob,67477.5,Awesome product!,18-24,Male,http://socialmedia.com/post/263696,Summer Collection,986771,http://socialmedia.com/post/750441,970775,622448,TRUE,255617
5296,Twitter,Check out our new product! Check out our New Product Launch!,Video,05-03-2023 17:29,Sophie,London, England, UK,Like,#newproduct,@charlie,1308,Awesome product!,25-34,Male,http://socialmedia.com/post/581585,New Product Launch,206010,http://socialmedia.com/post/661515,226511,859102,FALSE,499128
5297,Facebook,This is a sample post content,Video,19-01-2023 11:03,James,New York, NY, USA,Share,#trending,@charlie,325,Thanks for sharing!,25-34,Male,http://socialmedia.com/post/942054,Summer Collection,282573,http://socialmedia.com/post/504295,88681,313863,FALSE,222648
5298,Facebook,Loving the vibes here!,Image,16-03-2023 17:22,Aarav,Mumbai, Maharashtra, India,Comment,#trending,@charlie,12382.5,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/694161,Winter Sale,698164,http://socialmedia.com/post/878011,989994,514122,TRUE,483843
5299,Facebook,Check out our new product!,Text,22-02-2023 02:20,Aanya,Mumbai, Maharashtra, India,Share,#sample,@alice,72165,Awesome product!,25-34,Male,http://socialmedia.com/post/571097,Summer Collection,740365,http://socialmedia.com/post/38811,626536,852262,TRUE,468283
5300,Pinterest,This is a sample post content,Image,16-05-2023 08:41,Olivia,Sydney, NSW, Australia,Share,#sample,@charlie,569,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/283034,Summer Collection,413077,http://socialmedia.com/post/923141,153572,95245,FALSE,359916
5301,Instagram,Loving the vibes here!,Text,08-07-2023 16:47,Emily,London, England, UK,Comment,#sample,@bob,752,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/996383,Winter Sale,355795,http://socialmedia.com/post/20288,221136,368843,FALSE,325525
5302,TikTok,Check out our new product!,Image,01-01-2023 21:54,Diya,Mumbai, Maharashtra, India,Like,#trending,@charlie,3264,Thanks for sharing!,18-24,Female,http://socialmedia.com/post/644542,Winter Sale,254089,http://socialmedia.com/post/713514,384172,900054,FALSE,141061
5303,LinkedIn,Check out our new product!,Image,17-03-2023 00:39,Emma,Sydney, NSW, Australia,Like,#sample,@charlie,458,Great post!,25-34,Female,http://socialmedia.com/post/297748,Winter Sale,21301,http://socialmedia.com/post/920359,279212,957764,FALSE,198935
5304,Instagram,Check out our new product! Check out our New Product Launch!,Text,25-02-2023 12:39,Olivia,Sydney, NSW, Australia,Share,#newproduct,@bob,884,Great post!,25-34,Male,http://socialmedia.com/post/198313,Winter Sale,223724,http://socialmedia.com/post/355875,384491,380259,FALSE,352398
5305,Facebook,Check out our new product! Check out our New Product Launch!,Text,26-11-2023 01:57,Mary,New York, NY, USA,Like,#newproduct,@alice,31725,Awesome product!,18-24,Male,http://socialmedia.com/post/915371,New Product Launch,984007,http://socialmedia.com/post/8802,585951,405353,TRUE,204367
5306,Instagram,This is a sample post content Check out our New Product Launch!,Image,21-03-2023 14:54,Oliver,London, England, UK,Comment,#newproduct,@alice,36840,Thanks for sharing!,25-34,Female,http://socialmedia.com/post/110677,New Product Launch,435061,http://socialmedia.com/post/853627,73675,450764,FALSE,203470
5307,LinkedIn,Loving the vibes here!,Link,16-01-2023 00:43,Noah,Sydney, NSW, Australia,Like,#trending,@alice,5472,Great post!,25-34,Female,http://socialmedia.com/post/888807,Summer Collection,738255,http://socialmedia.com/post/293482,650362,987130,TRUE,173639
5308,Facebook,This is a sample post content Check out our New Product Launch!,Video,18-05-2023 17:13,Aarav,Mumbai, Maharashtra, India,Like,#newproduct,@bob,64170,Thanks for sharing!,18-24,Male,http://socialmedia.com/post/443919,Winter Sale,823558,http://socialmedia.com/post/602585,900308,593118,TRUE,132718
5309,Facebook,Check out our new product!,Video,21-12-2023 02:44,James,New York, NY, USA,Like,#trending,@bob,8585,Great post!,25-34,Male,http://socialmedia.com/post/400399,New Product Launch,244674,http://socialmedia.com/post/787028,378920,522301,FALSE,400241
5310,LinkedIn,Loving the vibes here!,Image,15-08-2023 10:06,Liam,Sydney, NSW, Australia,Share,#sample,@charlie,14420,Awesome product!,18-24,Male,http://socialmedia.com/post/313101,Winter Sale,240506,http://socialmedia.com/post/166041,470702,563197,FALSE,211069
5311,Instagram,Check out our new product!,Text,26-09-2023 06:03,Harry,London, England, UK,Like,#sample,@charlie,720,Great post!,25-34,Female,http://socialmedia.com/post/255955,Winter Sale,273940,http://socialmedia.com/post/732874,468313,949532,FALSE,261379
5312,Facebook,Loving the vibes here!,Video,19-11-2023 10:52,Vivaan,Mumbai, Maharashtra, India,Like,#trending,@alice,1995,Great post!,25-34,Female,http://socialmedia.com/post/620552,Summer Collection,286785,http://socialmedia.com/post/161683,61179,438070,FALSE,134667
5313,Instagram,This is a sample post content,Text,23-09-2023 17:46,Aarav,Mumbai, Maharashtra, India,Like,#sample,@alice,15300,Awesome product!,18-24,Female,http://socialmedia.com/post/805692,New Product Launch,953394,http://socialmedia.com/post/552143,941988,824197,TRUE,350535
5314,Snapchat,Loving the vibes here!,Image,30-12-2023 12:21,Mary,New York, NY, USA,Comment,#trending,@alice,27921,Awesome product!,18-24,Female,http://socialmedia.com/post/175849,Summer Collection,977204,http://socialmedia.com/post/966149,666916,74606,TRUE,342836
5315,Facebook,Check out our new product!,Video,28-09-2023 07:47,Emily,London, England, UK,Follow,#trending,@bob,27487.5,Great post!,18-24,Male,http://socialmedia.com/post/771880,Winter Sale,719271,http://socialmedia.com/post/149637,900490,597541,TRUE,308136
5316,Facebook,Loving the vibes here!,Video,09-01-2023 06:38,John,New York, NY, USA,Comment,#trending,@bob,24750,Great post!,18-24,Male,http://socialmedia.com/post/637822,New Product Launch,643873,http://socialmedia.com/post/516559,712902,403049,TRUE,475950
5317,Facebook,Loving the vibes here!,Text,11-09-2023 22:31,Liam,Sydney, NSW, Australia,Like,#trending,@charlie,4342.5,Awesome product!,18-24,Male,http://socialmedia.com/post/137150,Winter Sale,624399,http://socialmedia.com/post/773224,662968,544068,TRUE,459560
5318,Facebook,This is a sample post content,Video,24-08-2023 06:59,Liam,Sydney, NSW, Australia,Like,#trending,@alice,3015,Awesome product!,25-34,Male,http://socialmedia.com/post/114108,Summer Collection,694481,http://socialmedia.com/post/45297,804293,613346,TRUE,103294
5319,Twitter,Check out our new product! Check out our New Product Launch!,Image,13-08-2023 21:58,Diya,Mumbai, Maharashtra, India,Comment,#newproduct,@alice,14979,Awesome product!,25-34,Female,http://socialmedia.com/post/259003,Summer Collection,381275,http://socialmedia.com/post/659358,155673,196560,FALSE,281530
5320,Facebook,This is a sample post content Check out our New Product Launch!,Image,16-11-2023 06:27,Emily,London, England, UK,Comment,#newproduct,@alice,27990,Awesome product!,18-24,Male,http://socialmedia.com/post/294654,New Product Launch,178361,http://socialmedia.com/post/521739,300567,34187,FALSE,352403
